公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G
2459,敦吉,其他電子業,129.99025,341,114.1444,0.35625,0.00165,4026,3.25005,0,10.0165,2.99,0.0338,1339,1199,1034,977,0,0,0,0,0,0,9,4,0,1,1,62,58,68,60
2460,建通,電子零組件業,2853.625,19880.855,1602.505,4.3054,0.3554,6408,94.6153,113.09,159.1395,272.2295,1.0839,724,588,590,524,0.3103,0,0,0,0,0,7,3,0,0.9429,1,47,25,48,64
2461,光群雷,其他電子業,9.78,1870.3,1177.72715,1.3293,0.00165,11606,8.2063,0.98,54.94,55.92,0.0395,939,810,723,616,0.2353,0,0,0,0,0,7,4,0.43,0.9762,1,63,58,58,72
2462,良得電,電子零組件業,2321.5126,7649.23,511546.535,1.98655,0.336,110112.5,20.52605,109.55055,821.17165,930.7222,0.1645,1677,1463,1292,1055,0.085,0,0,0,0,0,9,4,0.1111,1,2,46,25,55,55
2464,盟立,其他電子業,1037.1406,7327.125,13689.53,0.94705,0.095,127097.05,35.3703,6.938,505.46205,512.4,0.0875,1223,1037,1035,880,0.1015,0,0,0,0,0,8,2,0.125,0.8824,1,50,25,55,65
2465,麗臺,電腦及週邊設備業,387.6554,964.245,260.8136,0.23755,0.02795,7497.5,1.7836,0,0.024,0.024,0.14,1003,830,876,775,0.341,8,0.024,0,0,0,7,4,0,0.9048,1,53,40,63,55
2466,冠西電,光電業,56.2,1958.14,4309.755,5.3518,0.0003,9959.95,26.4621,0,35.42,35.42,0.0941,714,600,538,360,0.0823,1,0.0063,0,0,0,8,3,0.375,0.9215,1,64,48,73,70
2467,志聖,電子零組件業,491.5221,1308.18,401.1921,0.49,0.0279,13491,3.7206,0,142.549,142.549,0.0393,1157,985,1133,1018,0.0418,0,0,0,0,0,8,4,0,0.9615,1,50,34,53,59
2468,華經,資訊服務業,7.32,331.808,253.85475,0.142,0.01025,1714,4.97605,0,17.25,17.25,0.03185,976,810,737,627,0.3125,1,0.0028,0,0,0,6,2,0.8333,0.963,2,62,45,58,69
2471,資通,資訊服務業,89.4526,975.60225,215.36,0.2675,0.01025,8044,10.3697,0,0.033,0.033,0.02555,1507,1313,1264,1123,0.2143,0,0,0,0,0,9,4,0.2222,0.9706,2,70,53,70,74
2472,立隆電,電子零組件業,3061,30136,955.8005,20.6297,0.0279,286,114.215,187,267,454,0.3985,1563,1352,1163,1110,0.3725,0,0,0,0,0,9,4,0,0.9444,2,66,34,95,68
2474,可成,其他電子業,6159.86,41563.86,130026.18,10.245,0,1202314,258.1083,0,1136.4,1136.4,0.244,741,618,671,564,0.2222,7,0.0026,0,0,0,7,3,0,0.9048,51,70,56,70,80
2476,鉅祥,電子零組件業,288.961,4925.86,1286.61,2.6841,0,17881.4,9.2038,0,137.729,137.729,0.0708,794,690,674,598,0.27,6,0.0094,0,0,0,9,4,0.3333,0.9831,1,52,25,60,66
2477,美隆電,其他電子業,36.4313,353.232,114.1444,0.18,0.00165,2940,1.37,0,14.43,14.43,0.0067,960,824,734,638,0.07,1,0,0,0,0,10,3,0.1,0.9167,1,46,45,35,55
2478,大毅,電子零組件業,195.672,24519.15,106.601,38.49,0.0279,298.43,39.43,2003.43,328.41,2331.84,0.507,956,820,697,579,0.26,1,0.001,0,0,0,9,4,0.1111,1,1,57,63,48,60
2480,敦陽科,資訊服務業,93.0881,418.0737,253.85475,0.2902,0.01025,1433,0.8135,0,1.61,1.61,0.0221,1234,1058,1014,941,0.2407,4,0.0001,0,0,0,11,4,0,0.9545,4,70,43,70,76
2481,強茂,半導體業,521.0241,23080.32,14588.47,4.84,0,323484,41,55.47,533.37,588.84,0.0746,859,711,745,554,0.4079,4,0.0028,0,0,0,10,4,0,1,3,65,61,58,74
2482,連宇,其他電子業,129.99025,768.358,114.1444,0.2182,0.00165,6119,1.3815,0,5.603,5.603,0.03545,1016,859,835,663,0.3158,1,0.0058,0,0,0,7,4,0,1,1,58,45,70,58
2483,百容,電子零組件業,208,3049,15943.075,0.2962,0.336,45646,38,13,92,105,0.1736,615,515,501,426,0.11,19,0.03,0,0,0,9,4,0.33,1,2,53,33,48,73
2484,希華,電子零組件業,443.42,14153,3360.62,6.4567,0.3502,67939,30.994,62.75,60.1698,122.9198,0.056,758,630,635,556,0.2537,0,0,0,0,0,10,3,0.1,0.9429,1,64,58,78,58
2485,兆赫,通信網路業,916.2705,5482.01,532.82,1.0999,0,37434,6.4353,33.012,34.272,67.284,0.0116,678,564,581,426,0.3953,24,0.0205,0,0,0,13,3,0,0.5385,1,48,50,53,44
2486,一詮,光電業,87.4471,7786.07,33069.46,15.7565,0.03265,108624,41.8029,324.358,68.389,392.747,0.1511,820,638,625,550,0.12,4,0.005,0,0,0,8,4,0,1,1,46,47,30,56
2488,漢平,其他電子業,114.3714,723.2297,114.1444,0.125,0.00165,7610,0.003,1.03,18.38,19.41,0.0058,1205,1034,905,742,0,0,0,0,0,0,12,4,0.0833,0.9867,1,65,48,85,64
2489,瑞軒,光電業,717.18,21386.09,17461.575,1.3328,0.0639,104180,0.0062,33.95,5471.98,5505.93,0.332,1359,1163,1302,1155,0.1645,4,0,0,0,0,11,4,0.0027,0.9697,1,58,59,48,65
2491,吉祥全,光電業,78.553,6402.06,25435.2938,6.5495,0.0007,22965.5,38.1872,35.66,103.095,138.755,0.35595,986,844,600,549,0.19,0,0,0,0,0,7,3,0.2857,0.9142,1,60,53,60,66
2492,華新科,電子零組件業,6207.33,189960.36,25345.79,6.7539,0.1089,1732.23,0.057,3453.74,5358.75,8812.49,0.2687,646,522,657,595,0.4646,12,0.002,0,0,0,7,3,0.1429,0.918,1,62,63,48,73
2493,揚博,電子零組件業,48619,1784860,146733.15,546,0.331,15015,39.315,0,148.15,148.15,1.47,1288,1127,1017,858,0.26,0,0,0,0,0,8,4,0.25,1,1,52,25,75,54
2495,普安,電腦及週邊設備業,1.94,2269,2206.3186,1.6,0.10885,12200,1.03695,0.777,3.1,3.877,0.0013,1110,965,962,812,0.1463,0,0,0,0,0,7,4,0,1,1,65,60,65,69
2496,卓越,其他,5791.085,18069.145,1731.275,3.81065,0.15775,3335.65,84.81195,6,851,857,0.4617,2654,2269,820,665,1,0,0,0,0,0,10,4,0.5,0.9649,1,61,25,70,70
2497,怡利電,汽車工業,148.6757,2215.38,550.6266,1.0775,0.1139,25379,0.0116,0,46.6,46.6,0.07615,871,744,679,606,0.0106,0,0,0,0,0,6,4,0.1,0.9701,2,60,41,68,68
2498,宏達電,通信網路業,163.54,7841.98,2974.13,1.81,0.0015,89900,48.9671,9.956,368.63,378.586,0.086,1395,1185,1208,937,0.2817,0,0,0,0,0,8,4,0.125,0.9667,4,68,74,58,76
2501,國建,建材營造,325.4339,1412.03,282.428,0.2958,0,1831.52,0.2682,0,13062,12252.4,532.71,1413,1250,1032,978,0.3333,1,0.0064,1,0,0,9,3,0.11,0.951,1,52,33,55,65
2504,國產,建材營造,10156.22,9094.43,1271622.36,72.2369,0.02225,183439,26.1115,0,16101.86,3582.9,1.85535,1515,1384,1007,1001,0.125,8,0.0125,0,0,0,12,4,0.0833,0.9792,2,64,44,65,78
2505,國揚,建材營造,5097.3899,4561.37,635829.68,36.38885,0,91835.062,0.8163,0,4.19665,399.8,0.02705,1524,1331,990,915,0.04,0,0,0,0,0,9,3,0.11,0.9432,1,56,25,83,58
2506,太設,建材營造,14.84035,433.1115,389.17695,0,0,0.0078,0.005,0,81.2,81.2,0.0301,600,499,753,680,0,0,0,0,0,0,9,3,0.0011,1,1,54,34,63,62
2509,全坤建,建材營造,51.87825,94.98,315.47875,0.425,0,1259,5.6339,0,12.51,12.51,0.056,995,834,780,760,0.5455,0,0,0,0,0,6,3,0,1,1,54,25,78,58
2511,太子,建材營造,477.3469,3335.08,675.1436,0.9026,0.02225,322240,10.07555,0.615,25991.755,3582.9,1.69165,1090,947,782,709,0.3852,0,0,0,0,0,17,5,0.1765,0.93,2,71,45,93,73
2514,龍邦,其他,11.32255,28.4221,1500.1005,0.5156,0,1361,24.873,0,24.9589,250,0.02795,1280,1107,966,908,0.17,0,0,0,0,0,8,4,0.25,1,1,55,25,63,62
2516,新建,建材營造,687.75,1743.49,105540.4288,0.2669,0,75375,5.35745,0,11559,3582.9,1.2149,813,704,620,469,0.08,13,0.0139,0,0,0,9,3,0.2222,0.8,1,48,34,48,58
2520,冠德,建材營造,37.6077,156.0202,75.0075,0.041,0,1417967.9,39.9403,0,96576.72,96576.72,2.0787,1938,1693,1090,989,0.42,0,0,0,0,0,9,3,0.11,0.8642,2,62,40,68,75
2524,京城,建材營造,17.939,798.879,184.3964,0.2704,0,42.556,0.1088,0,2.6061,2.6061,0.0301,1347,1107,909,820,0.375,0,0,0,0,0,8,4,0.25,0.9,1,44,25,53,53
2527,宏璟,建材營造,11.35,5739.9,190937.925,2.4839,0,96534,40.6926,0,3367.93,3367.93,1.4546,1516,1294,817,831,0.4545,0,0,0,0,0,11,3,0.3636,0.9596,1,57,34,80,58
2528,皇普,建材營造,5.9971,15.5895,11105.25375,21.5866,0,1060,3.0012,0,3385.2928,3385.2928,0.0301,1142,993,794,633,0,0,0,0,0,0,7,4,0,0.8936,2,59,29,65,78
2530,華建,建材營造,10.699,1645.64,10949.489,0.8488,0,2933.03,0.0719,0,19358,19358,0.4865,1565,1345,1135,959,0.4,0,0,0,0,0,7,3,0,1,1,70,39,85,81
2534,宏盛,建材營造,241.672,1675.33475,636148.7518,10.84345,0,161650,11.6063,0,6766,6766,267.0823,1020,850,890,784,0.13,0,0,0,0,0,7,2,0.2857,0.9683,1,61,28,78,73
2535,達欣工,建材營造,416.9112,3056.62,169.8676,0.2314,0,72034,4.7984,0,16352,16352,1.0893,1560,1349,1176,1115,0.095,3,0.005,0,0,0,7,3,0,0.9796,2,61,49,58,74
2536,宏普,建材營造,16.1231,33.4401,389.17695,0.0049,0,0.0642,0,0,13333.174,13333.174,0.43795,1875,1697,1434,1343,0.375,0,0,0,0,0,7,4,0.2857,0.9762,1,53,31,63,63
2537,聯上發,建材營造,809.7639,19771.8665,11145.8468,1.9425,0,404884.5,36.62,0,20801.185,20801.185,1.368,1090,916,838,869,0.4,0,0,0,0,0,7,3,0.4286,0.9796,1,54,25,60,72
2538,基泰,建材營造,768.9307,19581.19125,85519.93375,1.7321,0.02225,404766,44.915,0,15709.13,15709.13,1.34055,5640,1481,1639,1075,0,0,0,0,0,0,11,3,0.0909,0.8961,1,49,40,63,45
2539,櫻花建,建材營造,25.67,1647.9,30.55565,0.0362,0,16340,0.03,0,2767.23,2767.23,0.02705,1227,1019,960,836,0.25,1,0.0132,0,0,0,7,3,0.2857,1,1,63,55,60,72
2540,愛山林,建材營造,768.9307,19581.19125,85494.48565,1.7321,0.02225,404766,44.915,0,15709.13,15709.13,1.34055,5894,5526,3659,2817,0.3333,0,0,0,0,0,7,3,0.2857,0.8929,1,45,25,60,50
2542,興富發,建材營造,110.4596,1030.6,315.47875,0.0862,0,2161,0.1632,0,4413,4413,0.02705,1170,1042,1017,806,0.4,0,0,0,0,0,6,2,0.1667,0.9692,1,55,31,65,66
2543,皇昌,建材營造,53.612,44253,86290.175,3.9249,0,130005,11.5304,0,25437.72,25437.72,2.2561,832,661,719,514,0.1667,2,0.0063,0,0,0,7,3,0.1429,0.9591,1,53,25,65,66
2545,皇翔,建材營造,23.0417,768.37,10900.4732,0.2957,0,1101.778,2.2616,0,2207.80305,2207.80305,1.38845,1159,957,1139,1045,0.0449,0,0,0,0,0,11,4,0.2727,0.974,1,50,25,68,55
2546,根基,建材營造,561.4911,2828.7,210910.99,0.2372,0,84561.63,5.9165,0,19159.45,19159.45,1.3405,954,821,836,767,0.0952,3,0.0051,0,0,0,9,3,0,0.9305,2,63,52,53,78
2547,日勝生,建材營造,38.5598,138.5,37,0.14,0,1793,1.42,0,5.7872,5.7872,0.0499,1450,1212,939,830,0.49,0,0,0,0,0,9,4,0,0.9899,2,65,48,70,74
2548,華固,建材營造,10.8614,68.3825,315.47875,0.0042,0,1362,20.95,0,17.26,17.26,0.0011,4050,3671,2073,1960,0.25,0,0,0,0,0,10,4,0.2,0.9552,4,60,43,60,73
2597,潤弘,建材營造,535.3324,1013.05,1615.49,0.09,0,157012.62,9.1505,0,32703.37,32703.37,1.9059,1478,1283,1146,961,0.1083,0,0,2,0,0,9,3,0.1111,0.8889,1,60,56,60,64
2601,益航,貿易百貨,0.5008,64116.23,1782.87295,11.6534,0.0002,905966.36,164.6912,0,613.362,613.362,0.3778,1608,1382,939,862,0.4375,0,0,0,0,0,7,4,0,0.8571,1,71,38,85,66
2603,長榮,航運業,9601110.34,64724.4,3494577.24,34.9306,0,383961,1.3876,0,3268.37,3268.37,0.012,1955,1659,1539,1410,0.2066,8,0.0026,0,0,0,9,3,0.1111,0.9886,2,74,54,80,77
2605,新興,航運業,287918,21.3,44.813,0.35,0.0085,6374.32,10.3777,0,3422.9025,882.4312,0.33455,2251,1970,1396,1202,0.4,0,0,0,0,0,7,4,0,0.9143,2,59,43,60,66
2606,裕民,航運業,490629.28,107.0986,566166.01,0.0341,0,1.3457,0,0,3583.5,0.3324,0,2117,1726,1561,1333,0.268,0,0,0,0,0,11,3,0.1818,0.97,4,69,66,60,80
2607,榮運,航運業,24203.88,5516.3,63700.95,6.2846,0,77642,5.967,0,662.6,662.6,0.1048,1184,999,991,985,0.26,8,0.0077,2,0,0,9,3,0.1111,0.9855,2,63,29,68,76
2608,嘉里大榮,航運業,46936.27,23490.27,14912.6,8.99,0.0085,194427.65,20.4747,0,1707.93,1707.93,0.1796,798,650,678,645,0.1414,83,0.0975,0,0,0,9,3,0.22,0.8421,2,51,33,40,72
2609,陽明,航運業,4194024.62,9209.93,1509563.55,100.0593,0.0194,313683,0.6992,19543.51,406.39,19949.9,0.1429,1724,1357,1284,1130,0.3032,4,0.002,0,0,0,11,3,0,0.8902,4,71,65,70,75
2610,華航,航運業,6052838.15,16839.36,1389210.52,37.44,0,187250,0.7684,12,4541,4553,0.0458,2217,1526,2075,1545,0.2868,55,0.0056,0,0,0,13,3,0.2308,0.9487,2,65,68,55,74
2611,志信,航運業,20052.83,11132.475,710861.475,41.65565,0.0085,253579.5,18.80745,664.1048,2723.675,2286.67,1.17005,1268,1153,659,689,0.1429,0,0,0,0,0,7,3,0,0.9592,2,55,25,58,68
2612,中航,航運業,26427.44,1416.87,363225.63,6.94,0,15212,5.967,0,0,70,0.1335,1614,1420,1192,1135,0.269,0,0,0,0,0,9,3,0,0.9444,4,63,56,58,71
2613,中櫃,航運業,3789.6,8580.8,186100.875,4.23,0,17981,6.15,0,732,732,0.25,769,627,619,592,0,5,0.007,0,0,0,11,3,0.0909,0.9545,2,63,53,58,73
2615,萬海,航運業,4454874.83,19982.11,1991247.65,44.65,0.0097,181.49,0.6992,193.58,24214.24,24407.82,0.24,1532,1321,1278,1069,0.3787,34,0.0106,1,0,0,7,3,0.2857,0.93,4,67,36,68,82
2616,山隆,油電燃氣業,22818.7,2371.99,324899.28,21.32,0,227605.415,0.72805,0,11248.471,490.15,0.0033,656,553,746,642,0.2143,8,0.0035,0,0,0,9,3,0.1111,0.9804,1,44,25,55,58
2617,台航,航運業,296512.785,122.35125,283104.6125,0.19205,0,4.85,5.88255,0,6435,6435,1.06015,1464,1241,1332,1016,0,0,0,0,0,0,8,3,0,0.875,1,61,34,73,62
2618,長榮航,航運業,6501992.23,13737.18,1572838.8,34.62,0,149241,0.63,0.103,210.22,210.323,0.594,2182,1632,1930,1379,0.3264,179,0.0182,0,0,0,9,3,0.1111,1,2,72,67,73,75
2630,亞航,航運業,333.196,3403.62,5390.25,1.8766,0,44687,9.1879,22.419,254.897,277.316,0.057,826,681,662,612,0.2,1,0.0009,0,0,0,11,4,0,0.9091,1,62,55,55,73
2633,台灣高鐵,航運業,1268.73,316410.36,0,6.375,0.0003,709144,0.0097,0.05,7322.18,7322.23,0.147,1293,1109,1079,991,0.0475,7,0.0003,1,0,0,15,5,0.2,0.9459,5,70,53,63,85
2634,漢翔,航運業,7540.67,67763.93,25999.4,1.9304,0.0123,1403563,35.98,671.2596,1807.96,2479.22,0.0636,1323,1127,1085,906,0.223,26,0.004,0,0,0,10,3,0.1,0.8514,4,72,71,68,77
2636,台驊投控,航運業,1107.64,57448.58,17487.76,1.8511,0.01465,701783.925,30.9149,335.6298,4121.48,0,0.1417,4004,3732,706,505,0.5803,0,0,0,0,0,1,3,0,0.9556,4,59,35,68,63
2637,慧洋-KY,航運業,27638,104,1358022,81.5395,0,1953,11.7651,0,3230.1,277,2.1203,1366,1197,995.5,852.5,0.5161,0,0,0,0,0,9,5,0.2222,0.9481,2,74,50,73,87
2642,宅配通,航運業,13051.55,4578.87,34545.6,5.115,0,50329,7.48595,0,1300,1300,0.037,661,541,586,558,0.246,43,0.0201,2,0,0,11,3,0.1818,0.9391,2,59,63,48,69
2645,長榮航太,航運業,2978.91,14975.67,39306.775,1.22,0.0085,249980,14.8313,185.9,790.78,976.68,0.0983,1530,1290,1260,1199,0.003,21,0.0062,0,0,0,9,3,0.2222,0.9815,1,51,25,54,60
2701,萬企,觀光餐旅,63.0072,380.05,1427.2849,1.28,0.0008,36400,122.56,0,195.8,195.8,0.66,619,500,513,471,0.5,0,0,0,0,0,5,3,0.2,1,1,67,34,80,63
2702,華園,觀光餐旅,12.1447,571.2696,1427.2849,7.3284,0.0008,12388,155.6086,0,56.54,56.54,0.7102,654,554,551,458,0.24,0,0,0,0,0,7,4,0.29,0.86,1,73,68,93,58
2704,國賓,觀光餐旅,1721,6411,1427.2849,6.3622,0.0008,136277,106.633,0,446.06,446.06,0.349,860,712,710,560,0.49,8,0.016,1,0,0,15,3,0.2666,0.7333,1,62,53,73,55
2705,六福,觀光餐旅,1613.54,6528.25,1539.575,3.6839,0.0008,295768,133.8275,0,1009.7,1009.7,0.4569,591,492,558,483,0.4947,108,0.0044,0,0,0,7,4,0.4286,0.9714,2,71,43,70,77
2706,第一店,觀光餐旅,63.0072,1138.5,1427.2849,1006.05,0.0008,24850,72.449,0,173.4,173.4,0.6851,578,470,456,452,0.43,32,0.08,0,0,0,4,2,0.5,0.95,1,68,34,80,66
2707,晶華,觀光餐旅,5845.23,9859.21,281.81,4.16,0.0008,469525,122.0814,0,1487.72,1487.72,0.3868,760,635,699,571,0.54,30,0.0289,0,0,0,9,3,0.3333,0.8611,4,66,45,68,68
2712,遠雄來,觀光餐旅,304097.79,4213.84,1427.2849,469.9872,0.0008,154500,235.5183,129,0,129,0.197,650,537,551,446,0.411,3,0.008,0,0,0,7,3,0.1429,0.9857,1,65,75,60,67
2722,夏都,觀光餐旅,548.7975,4483.75,1427.2849,6.58,0.0008,180821,236.4059,0,257.09,257.09,0.3361,662,547,484,350,0.4894,17,0.0391,0,0,0,12,3,0.4167,0.9167,4,74,48,70,82
2723,美食-KY,觀光餐旅,152909.395,5312.42,1427.2849,238.1747,0.0008,140490,171.07565,64.5,223.03,287.53,0.273,834,698.5,788.5,587.5,0.22,13,0.0093,0,0,0,8,4,0.125,1,4,59,25,50,73
2727,王品,觀光餐旅,5908,54246,1539.575,3.4811,0.0008,1819553,105.2982,0,1671.35,1671.35,0.0967,570,479,729,595,0.5254,176,0.0162,1,0,0,7,4,0.2857,0.8788,5,75,70,78,73
2731,雄獅,觀光餐旅,113.8697,1896.95,57.2298,2010.82,0.0008,24642,97.5045,0,151,151,0.6851,867,736,672,543,0.6296,1,0.0018,0,0,0,9,3,0.2222,0.9574,2,67,25,90,58
2739,寒舍,觀光餐旅,4825.1,15126.21,1539.575,4.1565,0.0008,888602,185.1254,0,2410.54,2410.54,0.5022,907,754,686,586,0.4519,106,0.0754,0,0,0,10,4,0.5,0.807,1,64,50,65,66
2748,雲品,觀光餐旅,1958,8380,1539.575,4.38,0.0008,312568,132.44,0,333.1,333.1,0.141,897,761,627,562,0.4813,16,0.0097,0,0,0,7,3,0.4286,0.9318,2,74,48,75,79
2753,八方雲集,觀光餐旅,7916.64,6464.85,2797.34,1.9594,0.0016,60113.82,0.0013,0,995.47,995.47,0.0208,1126,960,860,773,0.5714,19,0.069,0,0,0,9,4,0.4444,1,2,68,38,65,76
2762,世界健身-KY,運動休閒,11778.045,110850.055,85295.91,1.669,0.12785,2697880,6.5331,5462.275,25017.615,30479.89,0.23925,1069.5,908.5,963,757,0.0671,73,0.0103,0,0,0,9,4,0,0.9726,1,76,60,79,77.5
2801,彰銀,金融保險業,2133.57,13008.71,14676.57,0.3926,0.0128,154083.07,3.9949,0,106.27,106.27,0.0028,1820,1475,1394,1302,0.594,5,0.0007,0,0,0,9,3,0.4444,1,4,81,71,75,86
2809,京城銀,金融保險業,304,1892,3,0.23,0.07865,19386,2.02,0,11.82,11.82,0.07155,1285,1118,892,805,0.5331,0,0,0,0,0,7,3,0.1429,0.9523,5,75,48,70,81
2812,台中銀,金融保險業,741.385,5197.58,4575415.295,0.3651,0.0055,54045.54,21.02,0,33.75,33.75,0.066,1367,1166,1110,936,0.4066,1,0.0003,0,0,0,9,4,0.1111,0.992,4,75,63,65,83
2816,旺旺保,金融保險業,90.795,524.6,101.72145,0.0515,0,11349,5.3184,0,0,0,0,1245,1085,1056,831,0.4332,2,0.0018,0,0,0,9,3,0.0022,0.0097,1,64,40,63,68
2820,華票,金融保險業,52.05,311.19,1290326.44,0.1799,0.00275,2486,5.0711,0,1.118,1.118,0.033,2076,1677,1489,1320,0.125,0,0,0,0,0,11,3,0.1818,0.9773,2,62,43,50,72
2832,台產,金融保險業,87.6838,786.8314,201.7099,0.1292,0.0642,11901,1.7583,0,3.685,3.685,0.0013,1221,1087,1055,831,0.395,0,0,0,0,0,11,3,0.3637,0.9,2,70,31,65,78
2834,臺企銀,金融保險業,1155.2,10428.82,2918.22,0.454,0.0642,163.2,0.0051,0,6.23345,218.4251,0.0068,1593,1308,1279,1132,0.4621,18,0.0032,0,0,0,15,5,0.133,0.964,4,77,62,78,79
2836,高雄銀,金融保險業,239.4851,2263.79,495.4677,0.6552,0.07865,21882.22,5.7272,0,18.343,18.343,0.0861,1596,1330,1209,1079,0.4938,4,0.0036,0,0,0,11,3,0.1818,0.9531,4,67,43,68,71
2838,聯邦銀,金融保險業,439.3939,7995.13,1629.94,0.6566,0.0172,72362.15,4.7213,0,156.801,156.801,0.0102,1088,928,912,805,0.5302,59,0.0148,0,0,0,9,3,0.1111,0.9444,2,73,58,65,79
2845,遠東銀,金融保險業,306.8858,5151.62,9150810,0.4266,0.0037,65154,25.49,0,37.0573,37.0573,0.0515,1643,1369,1271,1136,0.383,0,0,0,0,0,11,3,0.2727,0.83,4,77,48,75,83
2849,安泰銀,金融保險業,151.2843,3518.2,767.1301,0.7619,0.07865,36642,6.2928,0,44,44,0.0076,1243,1084,1020,859,0.4915,9,0.0006,0,0,0,11,3,0.27,0.95,1,71,35,65,80
2850,新產,金融保險業,1579.0403,9744.665,6463162.998,0.4409,0.0724,25195.84,1.2637,0,35.19985,183.66335,0.006,1334,1227,1216,973,0.1923,3,0.002,0,0,0,11,3,0.1818,0.9242,2,72,60,65,77
2851,中再保,金融保險業,6.5976,238.4489,132.1977,0.0111,0.0642,3222,0.15,0,6.23345,11.349,0.0005,1955,1703,1629,1383,0.4884,0,0,0,0,0,9,3,0.3333,1,2,66,34,48,80
2852,第一保,金融保險業,93.9062,487.1283,101.72145,0.0657,0.0642,7600,8.8785,0,7.37,7.37,0.0013,1263,1130,1094,853,0.39,4,0.0047,0,0,0,10,3,0.0769,0.923,1,63,50,60,66
2855,統一證,金融保險業,266.08,2785.51,646.47,0.3516,0.07865,28751,3.3128,0,71.598,71.598,0.0082,1877,1656,1449,961,0.3689,0,0,0,0,0,19,4,0.4211,0.9579,4,68,61,43,82
2867,三商壽,金融保險業,518.2509,7377.06,36478507.56,0.4382,0.00275,13.4051,12.3915,0,3.685,3.685,0.033,1194,1005,911,789,0.4675,6,0.0033,0,0,0,11,4,0.09,0.9623,2,74,52,83,74
2880,華南金,金融保險業,2331.51,20590.12,8225.21,0.3854,0,275247,24.72,0,847.459,847.459,0.0143,1737,1419,1360,1178,0.5127,40,0.0036,0,0,0,19,4,0.2778,0.9167,4,75,65,70,80
2881,富邦金,金融保險業,8808.29,48423.03,342469.18,0.0809,0.0442,538278.87,13.2958,0,824.2814,824.2814,0.0219,1388,1151,1442,1164,0.561,44,0.0023,0,0,0,14,5,0.0714,0.9439,4,71,59,65,76
2882,國泰金,金融保險業,5455.97,51916.95,10905030.92,1.11,0.1655,655060,14.62,0,2153.04,2153.04,27.89,1291,1132,1443,1179,0.296,134,0.003,0,0,0,13,5,0.2308,0.9231,8,78,79,73,81
2883,開發金,金融保險業,1452.67,20415.24,7811.86,0.55,0.1101,223873,5.66,0,790.19,790.19,0.02,1679,1440,1359,1100,0.497,0,0,0,0,0,8,3,0,0.96,4,66,58,45,78
2884,玉山金,金融保險業,2160.53,24338.51,46436.49,0.3017,0.2451,242972,3.643,0,692,692,0.0077,1657,1427,1283,1156,0.4148,21,0.0023,0,0,0,12,5,0.1617,0.9861,7,79,73,73,84
2885,元大金,金融保險業,1359.64,17254.23,5345.95,0.1898,0.0706,165288.03,629.6,0,616.08,616.08,53.46,1947,1684,1368,1160,0.5451,0,0,0,0,0,9,4,0.1111,0.9829,7,76,79,53,87
2886,兆豐金,金融保險業,2264.18,18779.22,8947787.52,0.2721,0.0589,194491,21.42,0,591.43,591.43,0.033,2165,1658,1562,1304,0.5309,0,0,0,0,0,14,5,0.5,1,3,75,52,63,86
2887,台新金,金融保險業,1465.24,16465.61,1339545.19,0.2565,0.1723,139872.3,2.0005,0,795.0405,795.0405,0.0114,1621,1383,1376,1114,0.48,0,0,0,0,0,7,3,0.1429,0.9592,10,78,80,70,82
2888,新光金,金融保險業,3479.89,25183.23,6110.16,1.13,0.0184,410733.7,27.2768,0,1726.65,1726.65,0.0914,1254,1096,1146,947,0.5443,15,0.0018,0,0,0,15,3,0.2667,0.94,8,73,63,65,78
2889,國票金,金融保險業,349.0806,3058.33,790.9953,0.5918,0.0289,25763,3.6315,0,52.0567,52.0567,0.0073,1551,1415,1183,892,0.0465,0,0,0,0,0,9,4,0.1538,0.9679,4,63,56,40,75
2890,永豐金,金融保險業,1508.2,15401.45,3384058.45,0.314,0.1012,174609,16.88,0,548.71,548.71,0.033,1763,1478,1360,1154,0.4873,36,0.0038,0,0,0,7,3,0.4286,1,4,74,62,60,83
2891,中信金,金融保險業,4132,40044,20162923,0.32,0.0127,449008,20.53,0,895,895,0.041,2038,1797,1593,1314,0.5679,51,0.0021,0,0,0,7,4,0.1429,1,4,75,63,60,84
2892,第一金,金融保險業,2809,16431,12925535,0.29,0.1159,23652,0.35,0,3.685,315.27,0.0047,1835,1577,1397,1293,0.493,20,0.0019,0,0,0,15,5,0.5333,0.9781,4,85,76,78,90
2897,王道銀行,金融保險業,287.07,2471.59,1487.18,0.4,0.1284,19570,2.85,0,67.88,67.88,0.057,1725,1513,1317,1081,0.4091,8,0.0067,0,0,0,12,4,0.33,0.9902,4,76,71,70,80
