公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
豐祥-KY,電機機械,5288,955.5,826.5,654,588.5,0.0789,9,0.0018,291931,0.0363,4,0,10826.18,38432.93,173793.54,0.0061,7,3,1,0.1429,1,1,5221.92,15410.1,20632.02,0.0026,1,1,1,1
建德工業,電機機械,6606,832,700,523.5,475,0.4,1,0.008,4961,4.3374,0,0.05185,5409.695,443.173,18788.22,0.2382,11,3,1,0.0909,1,1,0,27.65,1.376,0.03345,1,1,1,1
寶一,電機機械,8222,641,531,514,494,0.29,0,0,2212,4.3374,1,0.05185,3083.72,443.173,67.13885,0.2382,7,3,2,0.2857,0.9429,1,16.344,41.68,58.024,0.03345,1,1,1,1
羅昇,電機機械,8374,1225,1047,895,816,0.25,0,0,1704,1.3148,1,0.05185,255.85,139.96,57.53065,0.3054,9,3,2,0.2222,1,1,8.172,30.99,29.7,0.03345,1,1,1,1
高力,電機機械,8996,1086,918,845,803,0.213,7,0.0124,26970,10.05,1,0.0376,281.1856,7481.76,14384.73,2.9,9,3,0,0,1,1,0,827.64,827.64,0.31,1,1,1,1
華電,電器電纜,1603,717,616,564,479,0.2809,8,0.0132,139723,137801.0025,1,0.00215,178.03515,7591.85305,188041.805,7535.406,5,3,1,0.2,1,1,59.135,21.055,80.19,67.835,1,1,1,1
聲寶,電器電纜,1604,987,828,825,737,0.0882,0,0,171686,137806.31,1,0.00215,865.945,12818.175,188041.805,7536.36855,7,3,0,0,0.9514,1,123.17,139.115,262.285,67.86545,1,1,1,1
華新,電器電纜,1605,1375,1243,1210,991,0.1815,26,0.0087,14026956,11.01,4,0.00215,194649.63,427116.8,2969214.53,0.49,11,4,2,0.1818,0.9293,1,72.785,368.36,234352.88,0.18,1,1,1,1
華榮,電器電纜,1608,796,649,704,685,0.1639,0,0,73642,9.2912,1,0.00215,1538.69,15876.32,188041.805,2.2,7,3,1,0.1429,0.8571,0.8571,13.9,479.49,493.39,0.0622,1,1,1,1
大亞,電器電纜,1609,1099,953,813,772,0.196,5,0.005,280.203,10.4752,2,0.0043,15953,59492,295369,2.82,9,4,2,0.22,1,1,343,2472,2815,0.1052,1,1,1,1
中電,電器電纜,1611,767,614,464,464,0,0,0,3844,3.29895,2,0.00215,74.6503,394.3161,188041.805,1.40745,11,3,0,0,0.9479,0.9091,3.6,21.11,24.71,0.08555,1,1,1,1
宏泰,電器電纜,1612,1005,862,838,706,0.18,1,0.003,67770,10.6199,1,0,1450.47,10846.96,188041.805,1.9271,7,3,1,0.1429,0.9773,0.8571,131.67,257.23,388.9,0.0609,1,1,1,1
三洋電,電器電纜,1614,515,410,586,562,0.0127,8,0.0073,59796,9.734,1,0.00215,5061.16,4699.39,80714.61,1.5889,13,3,3,0.2307,0.9744,0.0769,72.785,368.36,72,0.0117,1,1,1,1
大山,電器電纜,1615,821,696,670,600,0.2653,2,0.0079,258192,58.24,1,0.00215,1494.58,13361.64,188041.805,2.06355,7,4,3,0.43,0.8,0.57,0,102.94,102.94,0.0257,1,1,1,1
億泰,電器電纜,1616,793,664,636,589,0.1429,1,0.0047,17417,0.005,1,0.00215,7380,29943.15805,188041.805,0.002,6,2,1,0.1667,1,0,0,141,141,0,1,1,1,1
榮星,電器電纜,1617,809,692,714,658,0.1,0,0,174622,137805.6456,1,0.00215,910.055,15332.855,188041.805,7536.505,7,3,1,0.14,0.92,0.42,64.285,250.245,314.53,67.8661,1,1,1,1
合機,電器電纜,1618,875,739,719,673,0.2361,9,0.0421,18882,6.5929,1,0.00215,8056.23,29943.15805,188041.805,2.8129,9,3,2,0.2222,1,1,0,490.01,490.01,0.1711,1,1,1,1
艾美特-KY,電器電纜,1626,898,760,769.5,697.5,0.28,7,0.0025,275602,275602,2,0.00215,281.42,14789.39,188041.805,15070.81,9,3,0,0,0.89,1,114.67,21,135.67,135.67,1,1,1,1
燦星網,電器電纜,4930,923,767,842,705,0,0,0,43326,8.6064,2,0.00215,4753.35,13361.64,188041.805,2.37,5,3,1,0.2,1,1,65.835,373.62,439.455,0.116,1,1,1,1
禾聯碩,電器電纜,5283,811,684,691,631,0.1579,12,0.0158,18149.5,3.29895,1,0.00215,7718.115,8135.31805,188041.805,1.40745,9,3,0,0,1,1,0,315.505,315.505,0.08555,1,1,1,1
葡萄王,生技醫療業,1707,1107,986,864,782,0.4324,3,0.0059,338110,32.5,6,0.0061,5633.72,16544.05,21853.95,2.83,12,4,5,0.42,0.99,1,10.81,2815.1,2825.91,0.272,1,1,1,1
生達,生技醫療業,1720,896,775,817,703,0.435,9,0.0113,150439,54.27,2,0.0774,1377.3,7522.48,225.0421,3.21,7,3,2,0.2857,0.9429,1,574.5836,202.215,776.7986,28.02,1,1,1,1
美吾華,生技醫療業,1731,908,777,664,585,0.4211,2,0.0107,48634.2,9.9835,1,0.081,125.33,707.79,7249.5364,0.9786,13,3,4,0.3077,0.9423,0.4615,0,12.12,12.12,0.07495,1,1,1,1
五鼎,生技醫療業,1733,740,622,651,566,0.417,11,0.0138,49573,0.0221,2,0.081,21.6923,12228.58,7249.5364,0.0055,6,4,1,0.167,0.98,1,2.611,220.6,223.211,0.0001,1,1,1,1
杏輝,生技醫療業,1734,774,646,617,533,0.4153,3,0.0039,188394,0.075,1,0.035,1068.41,8556.83,3275.25605,0.0038,11,3,1,0.0909,0.88,1,12.99,204.52,217.51,0.0001,1,1,1,1
南光,生技醫療業,1752,687,575,565,494,0.2333,13,0.0206,101289,5221.08,1,0.0423,3214.71,10053.47,6325.47,1009.98,7,3,1,0.1428,1,1,12.2,214.763,226.963,11.6991,1,1,1,1
寶齡富錦,生技醫療業,1760,1113,954,838,624,0.441,5,0.0093,47848,19.9449,2,0.081,437.499,3486.15,758.6628,1.9517,9,3,1,0.11,0.987,1,1.3055,116.36,359.3592,0.1498,1,1,1,1
中化生,生技醫療業,1762,1216,1042,967,885,0.19,0,0,83241,0.4,3,0.1197,4029,11913,10032.94,0.08,7,3,2,0.2857,0.9841,1,1549,525,2074,0.01,1,1,1,1
和康生,生技醫療業,1783,1085,923,677,538,0.5714,0,0,12792,0.0086,4,0.081,114.2001,1981.69,145.9651,43.6335,9,3,3,0.3333,0.878,1,0.17455,24.955,45.26805,0.04255,1,1,1,1
科妍,生技醫療業,1786,1027,868,659,594,0.27,0,0,31585,463.85245,1,0.081,214.95,4086.48,452.31395,44.55585,9,3,1,0.1111,0.963,0.8889,0.048,41,41.048,1.38005,1,1,1,1
神隆,生技醫療業,1789,1068,906,813,744,0.3404,15,0.0224,151662,49.41,5,0.0072,3494,16499,3275.25605,6.51,15,3,3,0.2,0.9667,1,1891,306,2197,0.716,1,1,1,1
美時,生技醫療業,1795,1339,1113,1096,774,0.34,1,0.0016,58122,3.97,14,0.081,10662,10647,7249.5364,1.46,11,3,3,0.2727,0.87,1,128.4,210.9,339.3,0.23,1,1,1,1
景岳,生技醫療業,3164,774,641,589,514,0.4615,0,0,22430,907.76,2,0.162,242.9,1910.96,312.5051,87.16,9,3,0,0,0.92,0.3333,2.4,31.962,64.4991,2.6103,1,1,1,1
永信,生技醫療業,3705,2024,1727,785,671,0.67,0,0,11651.3,0.6402,2,0.0846,703.44885,258.51255,5664.49755,0.0536,9,3,1,0.11,0.9907,1,0.17455,31.428,45.26805,0.001,1,1,1,1
佳醫,生技醫療業,4104,1214,1048,941,793,0.394,0,0,1893,0.0004,2,0.081,54.7177,198.5851,479.0451,0.0002,9,3,0,0,0.9841,1,0,18.946,18.946,0,1,1,1,1
雃博,生技醫療業,4106,880,731,793,671,0.23,6,0.0216,7308,0.0058,2,0.081,20167.79385,629.736,312.5051,0.0536,9,5,1,0.11,0.9556,1,0,67.675,67.675,0.0536,1,1,1,1
懷特,生技醫療業,4108,1142,993,761,575,0.5882,0,0,16205.23,453.8857,1,0.081,121.37,1355.9,312.5051,43.6335,12,3,2,0.1667,0.9167,0.5,0,6,6,1.3209,1,1,1,1
旭富,生技醫療業,4119,1158,999,841,760,0.1818,1,0.005,104000,0.2661,2,0.0423,1352.18,4936.82,10032.94,0.016,7,3,1,0.1428,0.9796,1,493.69,2277.27,2770.96,0.0071,1,1,1,1
亞諾法,生技醫療業,4133,934,789,645,571,0.4,0,0,5446,0.6429,1,0.081,312.09845,941.032,595.27865,0.0536,7,3,2,0.2857,0.8571,1,0,43.3105,5.74,0.0278,1,1,1,1
麗豐-KY,生技醫療業,4137,1557.5,1347,791,697.5,0.7,0,0,11709.6,0.0086,6,0.081,117.78505,1668.795,312.5051,55.0385,7,3,4,0.57,0.9643,1,0.17455,41.955,46.277,0.04255,1,1,1,1
國光生,生技醫療業,4142,864,745,651,594,0.2937,6,0.0105,156643,69.5689,6,0.0423,6783.4,12059.92,3275.25605,8.3688,11,3,2,0.1818,0.8939,0.09,1232.7918,254.1075,531.1527,0.2359,1,1,1,1
全宇生技-KY,生技醫療業,4148,977.5,856,724,659,0.42,7,0.0143,84176.3,35.42445,1,0.0846,4067.79,6189.18,5664.49755,4.2379,9,4,4,0.44,1,1,246.845,1141.635,288.71485,0.11895,1,1,1,1
訊映,生技醫療業,4155,1091,967,797,724,0.1667,0,0,11651.3,0.13325,1,0.0846,736.775,3146.36,5664.49755,0.0081,9,4,3,0.33,0.95,1,247.01955,1160.59,45.26805,0.00355,1,1,1,1
承業醫,生技醫療業,4164,1672,1492,994,824,0.063,5,0.019,3798,1.28,2,0.081,312.09845,318.44,595.27865,0.107,7,3,0,0,0.97,1,0.00085,9.588,6.364,0.002,1,1,1,1
佐登-KY,生技醫療業,4190,1557.5,1347,791,697.5,0,0,0,11593,0.0086,1,0.081,117.78505,1668.795,312.5051,55.0385,9,3,1,0.11,1,1,0.3491,43.91,44.2591,0.04255,1,1,1,1
泰博,生技醫療業,4736,1239,1093,713,572,0.011,0,0,64677,7.7281,1,0.081,14918.335,7423,7249.5364,0.887,7,4,0,0,1,1,71.85,134.25,206.1,0.11845,1,1,1,1
華廣,生技醫療業,4737,655,549,573,495,0.3333,20,0.0184,28890,453.8857,1,0.081,187,6262,452.31395,44.55585,9,3,3,0.3333,1,0.6667,4.8,57.924,62.724,1.3209,1,1,1,1
台耀,生技醫療業,4746,1127,980,913,854,0.322,3,0.0035,430997.15,113.2967,1,0.03445,6576.37,26516.46,10849.95,11.5513,7,2,2,0.29,0.96,1,61.04,1093.62,1154.66,0.3035,1,1,1,1
光麗-KY,生技醫療業,6431,1771.5,1602,946,714,0.375,0,0,36229.61,3.4502,1,0.0314,9872.0746,7884.69,7225.9611,15.36795,10,3,1,0.1,1,1,11.053,37.8525,48.9055,0.08245,1,1,1,1
藥華藥,生技醫療業,6446,2009,1827,1166,907,0.4035,1,0.0035,46.22,2.90315,9,0.081,569.4792,3085.6,711.5122,27.7,11,3,2,0.1818,0.972,1,6.806,18.105,24.911,0.158,1,1,1,1
保瑞,生技醫療業,6472,1534,1377,726,521,0.45,0,0,72413,6.9004,2,0.081,19174.67,12683.78,13740.41,3.0359,7,3,0,0,0.9524,1,15.3,57.6,72.9,0.0069,1,1,1,1
晶碩,生技醫療業,6491,936,806,814,721,0.27,26,0.015,313134,0,16,0.03445,222.4793,40969.43,15847.73,7.19065,9,3,1,0.1111,0.93,1,66.54,2599.54,2666.08,0,1,1,1,1
泰福-KY,生技醫療業,6541,1100,950.5,866.5,748.5,0.2727,2,0.0105,2400,0.11,1,0.0036,40280.87,2423573.24,10032.94,109.97,9,3,1,0.11,0.87,1,10.62,88.04,98.66,0.004,1,1,1,1
北極星藥業-KY,生技醫療業,6550,1235,1091.5,770,621,0.3888,0,0,157767,0.055,4,0.0314,20251.67465,1232271.335,14794.07,56.50295,7,3,0,0,0.875,1,38.58,1343.79,1382.37,0.002,1,1,1,1
ABC-KY,生技醫療業,6598,1235,1091.5,770,621,0.3125,0,0,8458.5,0.0607,3,0.0314,20251.67465,1232271.335,14794.07,56.50295,7,3,1,0.1428,0.9231,1,5.31,64.02,69.33,0.01775,1,1,1,1
華安,生技醫療業,6657,1523,1333,1191.5,979.5,0.4,0,0,8458.5,0.0607,0,0.0314,20147.17,1218678.675,14794.07,57.47,6,3,0,0,0.98,1,5.31,64.02,69.33,0.01775,1,1,1,1
羅麗芬-KY,生技醫療業,6666,1116.5,980,779,649.5,0.4615,0,0,14517,0.0114,1,0.081,117.78505,1668.795,312.5051,43.6335,8,4,3,0.375,1,1,0,40,40,0.0315,1,1,1,1
視陽,生技醫療業,6782,1937,1732,1447,1186,0.1765,0,0,182200,65.6,1,0.0628,13.47,13784.11,3275.25605,4.97,8,4,2,0.25,1,1,951.995,255.26,374.33135,0.118,1,1,1,1
晉弘,生技醫療業,6796,1109,934,936,773,0.3,0,0,2802,5.73,3,0.081,20144.65145,1213638.96,684.4267,55.96905,7,3,1,0.1429,0.9429,1,0.0017,0.23,0.2317,0.0005,1,1,1,1
睿生光電,生技醫療業,6861,1470,1263,1051,840,0.1136,0,0,144,0.0763,1,0,8.4329,3704.68,889.8083,1.9681,7,3,0,0,0.9821,1,0.079,7.7792,7.8582,0.0041,1,1,1,1
東鹼,化學工業,1708,1546,1365,1297,1052,0.3846,0,0,772170,96.2206,1,0.0005,49934.53,7127.62,892331.385,7.11,10,3,0,0,0.9714,1,0,874.62,874.62,5,1,1,1,1
和益,化學工業,1709,2119,1884,1663,1495,0.13,0,0,105050,12.82,1,0.0017,62058.75,19646.1,87853.5,9.97,19,4,2,0.105,0.8772,0,0.06,178.02,178.08,0.02,1,1,1,1
東聯,化學工業,1710,1252,939,1009,928,0.0137,0,0,1990891,155.9,4,0,30434.4,316170.39,456940.31,27.1,11,3,1,0.091,0.9545,1,0.03,640.6,640.63,0.0501,1,1,1,1
永光,化學工業,1711,888,741,786,743,0.159,1,0.0005,721500,82.51,2,0,15763.85,57133.7,25443.385,8.3,11,3,1,0.0909,0.9636,1,1693.4,8804,10497.4,1.2,1,1,1,1
興農,化學工業,1712,912,778,775,679,0.1689,2,0.0015,800127,52.54,4,0,12737.79,22959.37,46358.77,1.5492,9,3,1,0.1111,1,1,0,1947.83,1947.83,0.13,1,1,1,1
國化,化學工業,1713,1121,986,794,753,0.2308,0,0,73863,0.129,1,0,3225.88,2585.31,87853.5,5811.19,2,3,2,0.4,1,1,691.925,1281.485,188.8,0.0003,1,1,1,1
和桐,化學工業,1714,1054,893,722,601,0.4286,0,0,13705,0.381,1,0,18200.11,3889.27,11432.3619,0.6141,9,3,1,0.11,0.9778,1,0,133.62,133.62,0.0037,1,1,1,1
長興,化學工業,1717,1221,996,955,816,0.154,3,0.0006,1073670,0.369,4,0.001,83654,161475,1738304,0.427,12,4,1,0.0833,0.9853,1,46661,7598,54259,0.0841,1,1,1,1
中纖,化學工業,1718,830,672,664,597,0.2206,3,0.005,2156374,8.9984,1,0.0005,428636.18,10543.52,1097622.155,1.8327,9,3,0,0,0.81,0.4444,0,21486.1,21486.1,4.0811,1,1,1,1
三晃,化學工業,1721,895,740,753,733,0.3038,5,0.0095,209587,9.18,1,0.0017,12413,21098,87853.5,1.47,7,3,2,0.2857,0.9,1,129.49,1741.58,1871.07,0.0819,1,1,1,1
台肥,化學工業,1722,1664,1442,1387,1232,0.1204,3,0.0047,26010700,31.56,1,0.03,476195,49073,1097622.155,0.646,9,3,1,0.1111,1,1,301.73,710.35,1012.08,0.123,1,1,1,1
中碳,化學工業,1723,1847,1618,1453,1372,0.1026,0,0,350000,33.518,4,0,32859,76647,10727.81,10.487,9,3,1,0.1111,0.9,1,18.24,194.08,212.32,0.0203,1,1,1,1
元禎,化學工業,1725,906,720,702,609,0.125,0,0,2550,0.341,1,0,688.9562,487.87,11557.7955,0.0652,7,3,1,0.14,0.93,0.14,43.458,285.951,21.571,0.0029,1,1,1,1
永記,化學工業,1726,920,791,775,704,0.07,10,0.0137,64740,0.0715,1,0.0017,4368.94,4358,87901.2369,0.0496,7,3,1,0.1429,0.8929,0,672.85,1590.97,2263.82,0.13515,1,1,1,1
中華化,化學工業,1727,772,633,626,598,0.1935,9,0.0345,377913.45,0.002,1,0.0017,1159.48,10534.57,10727.81,0.0625,10,4,1,0.1,0.98,1,189.732,1451.55,1641.28,0.01,1,1,1,1
花仙子,化學工業,1730,1353,1153,890,708,0.5,0,0,12460,4.474,1,0,498.991,1884.98,22741.25,9.022,6,3,4,0.6667,1,1,0.226,78.942,79.168,0.028,1,1,1,1
毛寶,化學工業,1732,624,524,538,456,0.5,2,0.0124,19243,32.782,1,0,181.8591,427.8069,123.4738,1.25,7,3,4,0.5714,1,1,0,521.27,521.27,0.89,1,1,1,1
日勝化,化學工業,1735,954,804,753,661,0.0476,2,0.0094,39764,2.16,1,0.0017,3517.91,5124.17,11432.3619,0.4694,9,3,0,0,0.9815,0.2222,10.12,498.65,508.77,0.0276,1,1,1,1
勝一,化學工業,1773,1331,1164,1071,924,0.093,4,0.009,375042,1.7447,1,0,52562.31,8894.96,16927.62,0.2859,9,3,2,0.2222,0.8519,1,0,829.79,829.79,0.0039,1,1,1,1
展宇,化學工業,1776,837,691,636,493,0.25,2,0.0164,2417,3.0829,1,0,878.9214,1351.45,374.341,2.8449,9,3,1,0.1111,1,1,86.69,492.96,579.65,0.7393,1,1,1,1
德淵,化學工業,4720,1040,870,748,677,0.28,1,0.0046,14070,3.8485,2,0,838.97,2099.54,11432.3619,0.8,11,4,1,0.0909,0.95,1,26.01,49.87,75.88,0.0208,1,1,1,1
國精化,化學工業,4722,1035,880,849,781,0.1,0,0,109944,6.4745,1,0,9899,6750,28,2905.6198,9,3,1,0.11,1,0.33,275.11,5333.72,5608.83,0.01015,1,1,1,1
康普,化學工業,4739,1623,1462,876,756,0.109,0,0,462120,5.48,4,0,6525,23066,10727.81,3.26,9,3,0,0,0.9778,1,0,480.65,480.65,0.0051,1,1,1,1
三福化,化學工業,4755,1303,1052,998,884,0.1042,0,0,379920,0.0732,1,0,5003,20344,4528,0.0049,9,3,0,0,0.9722,1,860.75,236.75,1097.5,0.0002,1,1,1,1
材料-KY,化學工業,4763,1229,1071.5,1036,865.5,0.0714,14,0.0323,912512,0.2137,5,0.0005,59300.13,37778.04,892331.385,22.74,7,3,0,0,0.9762,1,705.63,627.81,1333.44,0.0003,1,1,1,1
雙鍵,化學工業,4764,1052,877,759,704,0.4545,0,0,20638,7.3548,1,0,1900.05,3244.42,11432.3619,1.8333,7,3,2,0.2857,1,1,4.5633,51.55,56.1133,0.02,1,1,1,1
南寶,化學工業,4766,1122,981,845,717,0.1122,8,0.0116,70662,0.014,6,0.0034,5512,9577,175679,2.43,7,3,0,0,1,1,711,972,1683,0.27,1,1,1,1
上品,化學工業,4770,1381,1223,1054,827,0.19,92,0.1957,50210,8.1801,5,0.0017,280.8582,8339.04,87901.2369,1.4043,9,3,1,0.1111,1,1,0,13.56,13.56,0.0022,1,1,1,1
台玻,玻璃陶瓷,1802,776,652,677,631,0.132,80,0.0201,1880000,29.075,1,0,439157.47,248448.45,0,0.0739,15,3,1,0.0667,0.9667,0.4,4.85,10647.435,22340.76,0.48695,1,1,1,1
冠軍,玻璃陶瓷,1806,749,605,672,595,0.2353,10,0.0143,163158,0.0163,1,0,62354.2,27143.14,0,0.0089,7,3,1,0.1429,1,0.5714,0,17633.87,17633.87,0.0018,1,1,1,1
中釉,玻璃陶瓷,1809,877,749,749,392,0.15,1,0.0049,8295,0.39395,1,0,10140.68,3791.24,0,0.0739,9,3,1,0.1111,1,1,16.22,132.18,148.4,148.4,1,1,1,1
和成,玻璃陶瓷,1810,734,625,618,535,0.0926,1,0.0012,219513,58.1337,1,0,36247.44,15467.19,0,0.0739,7,3,0,0,0.7429,1,9.7,3661,3670.7,0.9721,1,1,1,1
凱撒衛,玻璃陶瓷,1817,935,788,765,621,0.25,0,0,2060,0.7716,2,0,176.03,194.81,0,0.1389,8,4,1,0.125,1,1,8.11,8883.025,82.08,0.03,1,1,1,1
士紙,造紙工業,1903,829,678,563,529,0.2258,0,0,14019386.5,53.7785,1,0.16025,579177.415,125484.68,53582.235,6.355,6,3,2,0.3333,0.9756,0.5,13.805,154373.68,154387.485,0.6159,1,1,1,1
正隆,造紙工業,1904,1085,934,918,850,0.0431,10,0.0027,1015708,10.53,2,0.0008,1113036.86,289518.8,251165.62,0.914,9,3,1,0.11,0.98,1,0,335986,335986,0.231,1,1,1,1
華紙,造紙工業,1905,940,785,735,678,0.0932,1,0.0003,23381993,19.64,4,0.32,601988,201276,30043,1.27,7,3,2,0.2857,1,1,0,255767,255767,0.6354,1,1,1,1
寶隆,造紙工業,1906,1587,1258,808,875,0.1429,0,0,2836244,49.2235,1,0.00065,834701.845,169606.08,164143.545,6.177,6,3,1,0.1667,0.9412,1,13.805,194483.18,194496.985,0.6159,1,1,1,1
永豐餘,造紙工業,1907,2606,2420,783,691,0.18,39,0.0044,31285457,13.38,4,0.434,1174074,324650,30043,0.93,9,4,2,0.222,0.9814,1,369,537374,537743,0.27,1,1,1,1
榮成,造紙工業,1909,935,799,766,731,0.05,1,0.0009,4656780,87.917,2,0.0005,556366.83,49693.36,77121.47,11.44,9,3,0,0,0.9556,1,27.61,52980.36,53007.97,1.0008,1,1,1,1
永豐實,造紙工業,6790,1000,819,850,746,0.33,10,0.014,1366708,14.9,4,0.00065,60062,47721,164143.545,1.18,7,3,2,0.286,1,1,0,3587,3587,0.04,1,1,1,1
中鋼,鋼鐵工業,2002,1941,1664,1595,1495,0.0235,1,0.0001,43076000,4.86,4,0,18248901,1412524,1606142,2.33,11,3,1,0.0909,0.9697,1,58.3,559748.4,559806.7,0.0663,1,1,1,1
東和鋼鐵,鋼鐵工業,2006,1210,1061,1088,1031,0.088,12,0.0062,2108753,1.103,2,0,188592.4,621505.28,1441997.94,0.424,11,3,0,0,1,1,33601,320186,353787,0.168,1,1,1,1
燁興,鋼鐵工業,2007,853,617,652,615,0.059,2,0.0045,126305,10.13,2,0,26403,44334,4880.08,10.36,7,3,0,0,1,1,243,8030,8273,1.21,1,1,1,1
高興昌,鋼鐵工業,2008,737,591,549,510,0.1,1,0.0046,33930,0.6804,1,0.0042,2557.47,4079,1279.05,0.1331,9,3,1,0.1111,0.9444,0.6667,0.03,435.4,435.43,0.0087,1,1,1,1
第一銅,鋼鐵工業,2009,667,533,550,531,0.0357,9,0.0363,205990,2.46,1,0,3906.56,18447.49,4558.37,2.0843,7,3,1,0.1429,0.8286,1,796.335,335.39,1131.73,0.106,1,1,1,1
春源,鋼鐵工業,2010,796,640,702,612,0.0791,22,0.0197,87035,0.202,1,0.0042,4357.88,9579.18,114675.23,0.0324,11,3,1,0.09,0.97,0.27,0,12480,12480,0.029,1,1,1,1
春雨,鋼鐵工業,2012,777,671,768,613,0.1935,4,0.0071,211559,0.0386,2,0,15248.22,19439.59,260897.56,0.0063,11,3,2,0.1818,1,1,7907.86,2219.5,10127.36,0.0018,1,1,1,1
中鋼構,鋼鐵工業,2013,1878,1637,1599,1410,0.03,0,0,37741,0.6252,2,0.0042,2328.96,7017.68,1429.22,0.0865,11,3,1,0.09,0.93,1,0,1387.7,1387.7,0.02935,1,1,1,1
中鴻,鋼鐵工業,2014,1127,833,823,795,0.0347,1,0.0009,1193022,0.486,4,0,141949.9,140726.6,4960629.46,0.1337,7,3,1,0.1429,1,1,17744.48,87346.81,105091.28,0.0428,1,1,1,1
豐興,鋼鐵工業,2015,1273,1085,1063,965,0.25,6,0.0063,1797166,46.55,4,0,226105.49,524494.25,114032.92,19.4431,13,3,0,0,0.9538,1,32434,354464,386898,10.022,1,1,1,1
官田鋼,鋼鐵工業,2017,627,512,534,469,0.2745,14,0.0484,144421,53.06,4,0,236.5568,9975.01,4880.08,3.75,12,3,2,0.1667,0.8851,1,0,2583.97,2583.97,0.95,1,1,1,1
美亞,鋼鐵工業,2020,849,631,706,638,0.188,5,0.015,16499,0.0026,2,0.0042,3735.33,5953.06,82815.21,0.0016,8,2,1,0.125,0.9884,1,0,43.805,7200.65,0.0012,1,1,1,1
聚亨,鋼鐵工業,2022,741,631,594,536,0.109,0,0,38727,0.57,2,0.0042,1726.32,11922.41,1579.39,0.2,5,3,1,0.2,0.91,1,1294.79,1067.19,2361.98,0.05,1,1,1,1
燁輝,鋼鐵工業,2023,1141,867,942,920,0.035,2,0,334640,9.976,2,0,70297,82674,370782.18,4.56,7,3,0,0,1,1,160,2988,3148,1.6,1,1,1,1
志聯,鋼鐵工業,2024,740,592,569,518,0.281,2,0.012,218382,186.81,1,0,2568.54,3858.83,3293.06,5.498,7,3,3,0.4286,1,0.7143,769,175,944,0.8075,1,1,1,1
千興,鋼鐵工業,2025,640,513,518,509,0.25,0,0,30858,0.0251,1,0.0042,2981.78,5103.32,748.59865,0.0066,6,2,3,0.5,1,0,501.99,297.095,1213.79,0.001,1,1,1,1
大成鋼,鋼鐵工業,2027,1848,1717,1698,1458,0.2174,1,0.001,109800,0.0075,1,0,1287.44,11731.31,4880.08,0.3121,11,3,3,0.2727,0.84,0.91,0,715.53,715.53,0.0172,1,1,1,1
威致,鋼鐵工業,2028,938,698,773,700,0.4,9,0.0237,644630,5.19715,1,0.00315,95634,189286,370782.18,2.3145,7,3,2,0.2857,0.8571,0.7142,20830,129025,149855,2.907,1,1,1,1
盛餘,鋼鐵工業,2029,1209,999,1047,975,0.0745,1,0.0019,416130,0.4183,4,0.0063,23586.44,44970.21,739536.61,0.069,10,3,0,0,0.96,0.3,6.8,1540.09,1546.89,4.214,1,1,1,1
彰源,鋼鐵工業,2030,828,700,655,569,0,4,0.0064,121713,0.8443,1,0,6121.23,13090.2,4880.08,0.1332,9,4,1,0.1111,0.9683,1,175.15,743.88,330.61,0.0023,1,1,1,1
新光鋼,鋼鐵工業,2031,1004,822,785,711,0.3478,3,0.0109,22,0.0015,1,0.00315,2252.39,2684.12,756389.36,0.3429,9,3,0,0,1,1,0,179.1339,179.1339,0.0124,1,1,1,1
新鋼,鋼鐵工業,2032,630,494,514,497,0.1154,6,0.032,125757.15,113.83685,1,0,350.3393,499.1903,2027.75,5.5174,9,3,1,0.1111,0.9444,0.3333,886.475,166.895,1053.37,1.1208,1,1,1,1
佳大,鋼鐵工業,2033,707,569,517,505,0.25,0,0,33132.3,40.8637,1,0.0042,878.8616,3610.39,218.1473,5.5368,7,3,2,0.2857,0.8286,0.1428,1003.95,158.79,1162.74,1.4341,1,1,1,1
允強,鋼鐵工業,2034,876,717,685,591,0.17,5,0.0062,120492,0.99,1,0,1603.02,17965.28,7732.41,0.16,9,4,1,0.111,1,1,350.3,772.23,1122.53,0.0092,1,1,1,1
海光,鋼鐵工業,2038,798,686,659,593,0.0111,2,0.0048,97145,8.8,1,0,57532.33,143381.72,117527.56,0.6021,9,3,0,0,0.9722,1,5733.42,39692.85,45426.27,4.11,1,1,1,1
運錩,鋼鐵工業,2069,734,578,583,512,0.5185,3,0.0014,9657,0.00975,1,0.0042,84.4332,1058.34,163602.67,0.0041,7,3,1,0.1428,0.9761,1,0,25.32,25.32,0.03585,1,1,1,1
