公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
聲寶,電器電纜,1604,1040,882,798,715,0.0826,0,0,159546.5,138925.31,1,0,946.825,17645.88,2408341.62,10162.6,7,3,0,0,0.974,0.7143,87.65,343.235,430.885,97.185,1,1,1,1
華新,電器電纜,1605,1152,1032,1190,967,0.1754,17,0.006,16409420,12,4,0,201262.02,414803.74,2408341.62,0.46,11,4,2,0.1818,0.9659,1,64359.05,93310.23,157669.28,0.12,1,1,1,1
華榮,電器電纜,1608,895,755,790,769,0.1475,2,0.0047,41248,5.62,1,0,1298.3,15564.2,2408341.62,2.3,7,3,1,0.1429,0.8333,0.8571,5.86,661.63,667.49,0.09,1,1,1,1
大亞,電器電纜,1609,1259,1121,927,860,0.1645,12,0.02,106174,7.8,1,0,2233.05,21978.5,2408341.62,1.78,9,4,2,0.22,0.96,1,38.84,478.75,517.59,0.037,1,1,1,1
中電,電器電纜,1611,866,698,1635,1100,0.05,0,0,4984,3.655,2,0,87.0199,468.46,2408341.62,1.975,10,2,1,0.1,0.87,0.9,0,31.878,31.878,0.045,1,1,1,1
宏泰,電器電纜,1612,1295,1160,1188,991,0,1,0.003,64843,8.12875,1,0,1765.675,18771.35,2408341.62,2.04,8,3,1,0.125,0.9821,1,174.69,342.35,517.04,0.05575,1,1,1,1
三洋電,電器電纜,1614,522,418,567,549,0.0093,12,0.0124,59147,10.6375,1,0,3121.65,18771.35,2408341.62,1.975,13,3,3,0.23,0.8974,0.0769,0,120,120,0.0215,1,1,1,1
大山,電器電纜,1615,813,688,616,558,0.2368,4,0.016,9299,2,1,0,2516.00995,8016.33,2408341.62,1.975,5,2,2,0.4,0.66,0.2,0,108.46,108.46,0.02,1,1,1,1
億泰,電器電纜,1616,774,648,601,539,0.1429,0,0,15895,5.31,1,0,4945,8016.33,2408341.62,1.65,7,3,1,0.1429,1,0,0,197,197,0.07,1,1,1,1
榮星,電器電纜,1617,906,793,698,640,0.02,0,0,150206,138925.31,1,0,946.825,17645.88,2408341.62,10162.6,7,3,1,0.14,0.89,0.57,87.65,343.235,124.785,97.185,1,1,1,1
合機,電器電纜,1618,826,692,676,640,0.3023,5,0.0239,22567,3.655,1,0,2516.00995,8016.33,2408341.62,1.975,9,3,2,0.22,1,1,0,152.73,55.29,0.045,1,1,1,1
艾美特-KY,電器電纜,1626,799,695.5,618,556,0.23,13,0.0039,277845,277845,2,0,595.35,19727.56,2408341.62,20322.9,9,3,1,0.1111,0.971,1,169.44,24.84,194.28,194.28,1,1,1,1
燦星網,電器電纜,4930,993,839,799,612,0.4,0,0,31907.5,3.81,2,0,3121.65,18771.35,2408341.62,1.975,5,3,1,0.2,1,1,2.93,385.045,361.39,0.055,1,1,1,1
禾聯碩,電器電纜,5283,778,667,665,606,0.1429,11,0.016,19231,3.655,1,0,3121.65,18771.35,2408341.62,1.975,9,3,0,0,0.9333,1,0,152.73,126.145,0.045,1,1,1,1
葡萄王,生技醫療業,1707,1077,950,827,796,0.4571,1,0.0021,280430,34.8,7,0,3862.04,14829.39,7875,3.47,12,4,5,0.42,0.97,1,7.02,1962.54,1969.56,0.201,1,1,1,1
生達,生技醫療業,1720,873,740,796,699,0.4444,8,0.01,147206,5187,2,0.072,1298.19,7755.34,10762.555,319,7,3,2,0.2857,0.9608,1,178.87,244.997,423.867,14.9,1,1,1,1
美吾華,生技醫療業,1731,862,734,647,548,0.5909,0,0,23348,292.62805,1,0.08075,95.4766,1010,1.085,29.68205,13,3,4,0.3077,0.9615,0.5385,266.725,647.025,24.025,0.99425,1,1,1,1
五鼎,生技醫療業,1733,709,600,608,533,0.417,7,0.0095,63526,0.0182,2,0.08075,23.77,11582.44,10762.555,0.005,6,4,1,0.167,1,1,1.4987,163.17,164.6687,0.0001,1,1,1,1
杏輝,生技醫療業,1734,682,559,538,491,0.418,26,0.0045,129583,0.0601,1,0.0414,656.87,8142.18,10762.555,0.0041,11,3,1,0.0909,0.9692,1,11,236.389,247.389,0.0001,1,1,1,1
南光,生技醫療業,1752,641,536,530,470,0.0082,9,0.0148,110107,6185.79,1,0.0108,5720.435,9902,10762.555,556,7,3,1,0.1428,1,1,9.7,203.802,213.502,11.9945,1,1,1,1
寶齡富錦,生技醫療業,1760,1021,867,773,598,0.493,4,0.0077,21100,0.0376,1,0.12795,28.43,990.68,1.085,0.0018,8,3,1,0.11,0.98,1,0,0.2,32.72,0.0001,1,1,1,1
中化生,生技醫療業,1762,1157,992,962,848,0.22,0,0,36103,0.2,2,0.12795,3630,10455,1.085,0.08,7,3,2,0.2857,0.9643,1,1368,386,1754,0.009,1,1,1,1
和康生,生技醫療業,1783,918,784,609,520,0.4286,0,0,14262,0.00975,2,0.12795,14.215,1476.9365,2.17,0.00025,7,3,3,0.4285,1,1,0,23.5,29.795,0.0205,1,1,1,1
科妍,生技醫療業,1786,1005,844,656,558,0.2727,0,0,32258,13211.6,1,0.08075,83.966,2773.68,1.085,3119.74,9,3,1,0.1111,0.9778,1,0.038,61,61.038,5.6045,1,1,1,1
神隆,生技醫療業,1789,1047,883,802,721,0.348,17,0.0252,149461,2593.53005,5,0.0053,3162,19739,10762.555,159.50205,15,3,3,0.2,0.981,1,2382,549,2931,7.45005,1,1,1,1
美時,生技醫療業,1795,1198,908,1030,754,0.372,2,0.0036,74915,5.92,8,0.0154,10784,10324,10762.555,1.67,9,3,1,0.1111,0.9091,1,58.38,177.18,235.56,0.19,1,1,1,1
景岳,生技醫療業,3164,742,609,584,553,0.0963,0,0,21971,585.2185,2,0.1415,162.5232,2066.13,1.085,59.3623,9,3,0,0,0.8519,0.3333,0,0.2,74.6517,1.9884,1,1,1,1
永信,生技醫療業,3705,1964,1667,772,674,0.67,0,0,13455,0.7473,2,0.08075,321.5915,1104.13,537.684,0.06855,9,3,1,0.11,1,1,0.3548,38.4326,25.9994,0.001,1,1,1,1
佳醫,生技醫療業,4104,1159,999,893,756,0.3429,0,0,19972,0.0046,1,0.12795,14.215,374.873,1.085,0.0001,9,3,0,0,0.9861,1,0,0.2,22.71,0,1,1,1,1
雃博,生技醫療業,4106,995,843,732,631,0.188,13,0.049,7414,0.0063,2,0.12795,280.4547,1470.995,472.049,2.7585,9,5,1,0.111,0.93,1,0.382,64,64.382,0.0549,1,1,1,1
懷特,生技醫療業,4108,1238,1087,708,587,0.6316,0,0,21249,292.61115,1,0.12795,81.2616,1873,1.085,29.68135,12,3,2,0.1667,1,0.5833,0,0.2,12.35,0.99425,1,1,1,1
旭富,生技醫療業,4119,876,727,696,634,0.1818,0,0,28000,13504.10925,1,0.08075,9.503,1667,1.085,3149.38115,7,3,1,0.1428,0.9821,1,533.45,1293.65,1827.1,6.5942,1,1,1,1
亞諾法,生技醫療業,4133,867,726,621,547,0.44,0,0,6058,0.74815,1,0.12795,280.4547,1470.995,941.928,2.7585,7,3,2,0.2857,0.8571,1,0.3548,38.4326,6.05,0.02845,1,1,1,1
麗豐-KY,生技醫療業,4137,978,836,801,689.5,0.73,0,0,20274,0.0042,6,0.12795,81.2616,1476.9365,1.085,0.00025,7,7,4,0.57,1,1,0,0.2,38.806,5.00E-05,1,1,1,1
國光生,生技醫療業,4142,926,800,623,564,0.2558,7,0.0138,149308,2593.53005,5,0.03865,2230.095,13747.17,10762.555,159.50205,11,3,2,0.1818,0.966,0,89.435,122.4985,637.8228,7.45005,1,1,1,1
全宇生技-KY,生技醫療業,4148,861.5,736.5,666,593.5,0.24,5,0.0135,84791,0.74815,1,0.08075,4.7515,1001.13,470.964,0.06855,9,3,1,0.11,0.9815,1,266.8888,653.2576,338.3144,0.02845,1,1,1,1
訊映,生技醫療業,4155,797,673,709,623,0.5,0,0,13455,0.00545,1,0.08075,4.7515,1020.9365,470.964,0.00025,9,4,3,0.33,0.97,1,266.8888,653.2576,25.9994,0.02745,1,1,1,1
承業醫,生技醫療業,4164,1722,1546,1019,857,0.061,6,0.028,3628,1.49,2,0.12795,280.4547,335.26,472.049,0.137,7,3,0,0,0.98,1,0.1638,6.4326,5.956,0.002,1,1,1,1
佐登-KY,生技醫療業,4190,1380.5,1170,740.5,648.5,0,0,0,6636,0.74815,1,0.12795,280.4547,1470.995,472.049,2.7585,6,3,1,0.11,1,1,0.3276,12.8652,13.1928,0.02845,1,1,1,1
泰博,生技醫療業,4736,889,766,654,535,0.011,0,0,20424,0.0038,1,0.12795,0,2579,0,0.0004,7,4,0,0,0.9464,1,0,0.4,0.4,0.0001,1,1,1,1
華廣,生技醫療業,4737,646,543,543,472,0.333,2,0.0019,26423,26423,1,0.02,46.7345,6239.4,472.049,6239.4,7,3,1,0.1428,1,1,11.2,5.215,16.415,11.2,1,1,1,1
台耀,生技醫療業,4746,1146,1007,965,899,0.26,41,0.0493,465041,146.75,2,0.036,633.68,31949.43,133.44,10.32,8,2,0,0,0.96,1,14.0235,1358.805,1524.21,0.481,1,1,1,1
光麗-KY,生技醫療業,6431,2445.5,2277.5,921,715.5,0.35,0,0,45647,7.5065,1,0.0672,6605.1297,6310.96,18570.835,5.0027,10,3,1,0.1,1,1,7.1235,32.338,39.4615,0.17585,1,1,1,1
藥華藥,生技醫療業,6446,3686,3489,1153,918,0.4783,0,0,17642,0.00935,8,0.1144,560.9094,2606.73,1.085,5.38,11,3,2,0.1818,0.947,1,4.507,17.116,21.623,0.34,1,1,1,1
保瑞,生技醫療業,6472,1205,1066,689,513,0.29,2,0,73652,15.013,2,0.0154,12649.35,10015.19,21525.11,4.6254,7,3,0,0,0.9524,1,9.74,47.56,57.3,0.0117,1,1,1,1
晶碩,生技醫療業,6491,883,763,768,649,0.2796,48,0.026,323400,0,4,0.036,228.9767,39213.78,15616.56,0,9,3,1,0.1111,0.94,1,28.047,2717.61,2745.66,0,1,1,1,1
泰福-KY,生技醫療業,6541,1044,914.5,728.5,581,0.142,0,0,198526,7.5065,1,0.0672,6439.16335,24614.485,18570.835,2.3127,9,3,1,0.1111,0.9523,1,18.8935,1382.585,1401.48,0.00585,1,1,1,1
北極星藥業-KY,生技醫療業,6550,1044,914.5,728.5,581,0.375,0,0,198526,7.5065,0,0.0672,6439.16335,24614.485,18570.835,2.3127,7,3,0,0,0.9333,0.8571,18.8935,1382.585,1401.48,0.00585,1,1,1,1
ABC-KY,生技醫療業,6598,1044,914.5,728.5,581,0.2941,0,0,170190,0.00745,3,0.0672,6439.16335,24614.485,18570.835,2.3127,6,3,0,0,1,1,14.0235,1382.305,1396.33,0.0205,1,1,1,1
羅麗芬-KY,生技醫療業,6666,2310.5,2135.5,931,770.5,0.4615,0,0,16980,0.0149,1,0.12795,280.4547,2592.865,1.085,2.6902,8,4,3,0.375,0.9792,1,0,47,47,0.041,1,1,1,1
晉弘,生技醫療業,6796,935,782,671.5,524,0.236,0,0,45316,7.51395,2,0.0672,6324.675,6297.095,10762.555,2.3129,7,3,1,0.1428,0.9833,1,0,0,0,0.02635,1,1,1,1
東鹼,化學工業,1708,1144,997,955,886,0.3846,0,0,719840.81,150.12,1,5.00E-05,23680.46,7499.99,233797,6.5,10,3,0,0,0.88,0.9,0,934.96,934.96,5.74,1,1,1,1
和益,化學工業,1709,2157,1982,1706,1527,0.13,0,0,110072,16.67,1,0.00105,67429.01,23049.73,19992,13.7,19,4,2,0.105,0.87,0,0.02,201.2,201.22,0.0305,1,1,1,1
東聯,化學工業,1710,1464,1132,1061,981,0.0182,3,0.0091,2105620,0.143,4,0,40762.39,312448.93,72656.74,0.024,11,3,1,0.091,0.95,1,0.03,708.36,708.39,0,1,1,1,1
永光,化學工業,1711,903,767,741,707,0.13,4,0.0023,824460,88.5,2,5.00E-05,19141.06,63671.7,233797,8.9,11,3,1,0.09,1,1,2029.9,9515.5,11545.4,1.2,1,1,1,1
興農,化學工業,1712,907,781,732,654,0.18,4,0.0029,718567,65.7,4,0,6354.38,19878,233797,2.4,9,3,1,0.1111,1,1,1.77,1773.53,1775.3,0.16,1,1,1,1
國化,化學工業,1713,975,846,743,706,0.355,0,0,84820,84820,1,0,4464.29,2907,19992,7371,2,3,2,0.4,1,1,300.355,2994.005,198.51,198.51,1,1,1,1
和桐,化學工業,1714,913,743,751,629,0.368,0,0,17579,0.58,1,0.00105,12394.19,3057.92,20106.47185,0.51,9,3,1,0.11,1,1,0,94.97,94.97,0.0031,1,1,1,1
長興,化學工業,1717,1214,1023,979,824,0.154,3,0.0007,1227720,1.802,4,0.0001,36338,40907,462852,0.3901,10,3,2,0.2,0.9383,0.4,4400,6164,10564,0.052,1,1,1,1
中纖,化學工業,1718,813,652,674,614,0.25,2,0.0034,2035579,3.5497,1,5.00E-05,429277.66,13399.47,267754.37,0.772,9,3,0,0,0.9444,0.7778,0.0716,21477,21477.07,0.0374,1,1,1,1
三晃,化學工業,1721,870,709,716,685,0.223,13,0.0261,194928,7.94,1,0.00105,17529,20578,19992,1.55,6,3,1,0.1667,0.8088,0.6667,209.4,2169.1,2378.5,0.0969,1,1,1,1
台肥,化學工業,1722,1577,1381,1359,1186,0.1341,3,0.058,39486000,41.71,1,0.044,481642,47533,267754.37,0.7,9,3,2,0.2222,0.9382,0.7777,191,324.74,515.74,0.0005,1,1,1,1
中碳,化學工業,1723,1717,1508,1311,1234,0.0789,0,0,336000,336000,4,0.00105,25555.38,91097.07,10130.45,116652.46,9,3,1,0.1111,0.952,1,300.355,2994.005,193.42,193.42,1,1,1,1
元禎,化學工業,1725,949,764,738,626,0.125,0,0,1847,0.2209,1,0,101.91,126.03,20106.47185,0.0273,7,3,1,0.14,0.98,0.14,8.024,201.712,18.12,0.0022,1,1,1,1
永記,化學工業,1726,883,757,736,670,0.06,21,0.0297,61190,9.53775,1,0.00105,61591.025,4584,20106.47185,0.05,7,3,1,0.1429,0.9429,0.7143,448.71,676.01,1124.72,0.17895,1,1,1,1
中華化,化學工業,1727,770,642,638,585,0.2571,0,0,404.185,0.0021,2,0.00105,1532.89,11034.22,20106.47185,0.062,10,4,1,0.1,1,1,215.99,554.311,770.301,0.009,1,1,1,1
花仙子,化學工業,1730,1211,1032,822,700,0.3846,0,0,18780,5.98,1,0.00105,6293.7981,951.6,20106.47185,0.3,7,3,4,0.5714,0.9464,1,0.19,68.23,68.42,21.8,1,1,1,1
毛寶,化學工業,1732,646,546,530,462,0.5,0,0,20939,33.805,1,0.00105,193.4062,427.1622,256.9437,1.42,7,3,4,0.5714,1,1,0,527.08,527.08,0.85,1,1,1,1
日勝化,化學工業,1735,888,743,685,610,0.2,212,0,42476,2.2139,1,0.00105,3152.05,5056.15,20106.47185,0.4278,9,3,0,0,0.9783,0.1111,1.99,563.85,565.84,0.0295,1,1,1,1
勝一,化學工業,1773,1452,1288,1086,932,0.0909,6,0.0147,344005,1.5922,1,0.00105,45271.7,8412.52,2385,0.2485,9,3,2,0.0222,0.87,1,0,864.35,864.35,0.004,1,1,1,1
展宇,化學工業,1776,928,787,667,622,0.0417,4,0.031,2670,3.5224,1,0.00105,1023.92,1531.87,20106.47185,3.37,9,3,1,0.1111,0.9861,1,13.07,401.58,414.65,0.547,1,1,1,1
德淵,化學工業,4720,960,797,727,658,0.2414,1,0.0044,11632,3.2761,2,0.0021,679.86,2355.75,20106.47185,0.86,8,2,0,0,1,0.875,10.14,50.83,60.97,0.0172,1,1,1,1
國精化,化學工業,4722,1112,964,818,776,0.11,1,0.0032,104656,42410.008,1,0.00105,11066,7170,28,3685.525,9,3,1,0.11,1,0.11,152,5312,5464,99.43,1,1,1,1
康普,化學工業,4739,1151,983,764,683,0.1819,1,0.006,46700,0.7933,3,0.00105,2710,10067.27,20106.47185,0.0022,9,3,0,0,0.9753,1,427.495,786.425,358.35,6.09,1,1,1,1
三福化,化學工業,4755,1109,886,969,859,0,1,0.0027,373107,0.0833,1,0,7201,19888,4742,0.0067,9,3,0,0,0.9524,1,906.92,103.61,1010.53,0.0002,1,1,1,1
材料-KY,化學工業,4763,1025.5,889,843.5,770,0.0833,23,0.0617,589140,0.217,7,0,22667.75,27783.93,7436.225,18.58,7,3,0,0,1,1,411,742.85,1153.85,0.0004,1,1,1,1
雙鍵,化學工業,4764,947,823,730,663,0.222,0,0,11011,3.5948,1,0.00105,22.63,2171.58,20106.47185,0.7164,7,3,2,0.2857,1,1,2.978,1.844,4.822,0.0016,1,1,1,1
南寶,化學工業,4766,1023,881,807,719,0.0989,5,0.0062,62951,0.016,8,0.00105,3793,8821,39956,2.35,7,3,0,0,0.9592,1,853,1009,1862,0.35,1,1,1,1
上品,化學工業,4770,1162,1019,931,753,0.131,10,0.026,49067,19.0595,1,0.00105,119389.05,12061.49,20106.47185,51.0604,9,3,1,0.1111,0.9697,1,0,20.21,20.21,0.0079,1,1,1,1
台玻,玻璃陶瓷,1802,811,692,717,680,0.1238,93,0.0226,1880000,31.148,1,0,439737,173744,0,0.0644,15,3,1,0.0667,0.967,0.533,56.76,22474,22530.76,0.65635,1,1,1,1
冠軍,玻璃陶瓷,1806,788,604,623,563,0.02,10,0.0012,127125,0.0126,2,0,61346.46,27203.98,0,0.0088,7,3,1,0.1429,1,0.4286,0,18045.56,18045.56,0.0018,1,1,1,1
中釉,玻璃陶瓷,1809,834,711,679,406,0.0476,0,0,22309,1.0863,1,0,7026.14,3211.19,0,0.0644,9,3,1,0.1111,0.9844,1,0,169.69,169.69,0.0053,1,1,1,1
和成,玻璃陶瓷,1810,816,704,671,590,0.0926,3,0.0037,225715,62.2834,1,0,34186.3,15207.585,0,0.0644,7,3,0,0,0.7755,1,3.05,4747.82,4750.87,1.3109,1,1,1,1
凱撒衛,玻璃陶瓷,1817,913,791,744,623,0.25,0,0,347,2.16,2,0,85.29,100,0,0.12,8,4,1,0.125,0.96,1,0,62.27,62.27,0.38,1,1,1,1
士紙,造紙工業,1903,1044,905,579,526,0.2096,0,0,13927939,11.385,1,0.155,582880.12,112912.105,147515.635,1.005,7,3,2,0.2857,0.88,0.2857,12.875,148196.31,148209.185,0.1221,1,1,1,1
正隆,造紙工業,1904,1177,1026,1003,941,0.0588,6,0.0002,410532,8.88,2,0.0001,1174581.09,291234.22,280951.27,0.83,9,3,1,0.11,1,1,0,339915,339915,0.2042,1,1,1,1
華紙,造紙工業,1905,948,800,769,708,0.1073,2,0.0007,23826828,19,4,0.29,656137,185556,14080,1.32,9,3,0,0,1,1,0,239843,239843,0.1221,1,1,1,1
寶隆,造紙工業,1906,1273,1071,714,787,0.01,0,0,2219791,6.325,1,0.01005,842102.165,165751.215,147515.635,0.76,5,2,1,0.2,0.8769,0.6,12.875,198232.31,198245.185,0.1221,1,1,1,1
永豐餘,造紙工業,1907,2736,2539,821,726,0.18,63,0.006,45556301,9.93,4,0.312,2286593,372335,147515.635,0.99,9,4,2,0.222,0.951,1,249,571600,571849,0.04,1,1,1,1
榮成,造紙工業,1909,946,814,733,697,0.0617,5,0.0044,4029050,3.77,2,0.02,509623.24,40268.21,147515.635,0.69,9,3,0,0,0.9714,1,25.75,56549.62,56575.37,0.1221,1,1,1,1
永豐實,造紙工業,6790,1018,840,827,714,0.35,8,0.0113,1410410,13.65,3,0.01005,73927,48710,147515.635,1.29,7,3,2,0.286,1,1,0,3482,3482,0.1221,1,1,1,1
中鋼,鋼鐵工業,2002,2741,2466,2360,2226,0.0211,3,0.0003,44047000,4.32,5,0,20939573,1338788,1750999,2.299,11,3,1,0.0909,0.987,1,46.3,567880.8,567927.1,58.6,1,1,1,1
東和鋼鐵,鋼鐵工業,2006,1306,1151,1180,1139,0.0845,18,0.0103,2205048,1.046,2,0,216292,666107,1581192,0.419,11,3,0,0,1,1,35733,350135,385868,0.183,1,1,1,1
燁興,鋼鐵工業,2007,831,619,662,627,0.0565,3,0.007,117576,56208.31,1,0.2057,32105,49760,8591.67,0.1605,7,3,0,0,0.91,1,710.75,9130.94,9841.69,491.87885,1,1,1,1
高興昌,鋼鐵工業,2008,662,536,508,477,0.1525,2,0.0098,32845,0.92,1,0,397.56,6411.414,96.68,0.23595,9,3,1,0.1111,0.963,0.6667,0,509.18,509.18,0.01,1,1,1,1
第一銅,鋼鐵工業,2009,811,685,695,682,0.04,4,0.0163,201180,1.1884,1,0,4181.15,20487.02,7310.34,1.8347,7,3,1,0.1429,0.881,0.8889,870.076,370.78,1240.86,0.0923,1,1,1,1
春源,鋼鐵工業,2010,831,690,710,639,0.0848,22,0.019,87162,0.1091,1,0.2057,1224.62,10406.93,1290.69,0.0222,11,3,1,0.09,0.93,0.36,0,13879,13879,0.0265,1,1,1,1
春雨,鋼鐵工業,2012,859,756,626,571,0.19,6,0.0105,207.48,347,1,0.0057,15977.25,16715.56,600.675,0.066,8,3,1,0.125,0.9643,1,9224,1956.63,11180.63,18.7,1,1,1,1
中鋼構,鋼鐵工業,2013,1836,1598,1522,1352,0.02,0,0,38265,0.4693,2,0.0057,397.56,6411.414,96.68,0.09745,11,3,1,0.09,0.97,1,0,1229.6,1229.6,0.0052,1,1,1,1
中鴻,鋼鐵工業,2014,1818,1513,1475,1412,0.0364,1,0.0009,1327310,0.465,4,0,168086.6,162534.9,53643.165,0.1342,7,3,1,0.1429,0.9841,1,22617.49,100452.56,123070.04,0.043,1,1,1,1
豐興,鋼鐵工業,2015,1347,1168,1108,989,0.25,23,0.025,1970532,1.08,4,0,284289.21,551192.99,107276.97,0.4595,13,3,0,0,0.956,1,34962,385803,420765,0.2315,1,1,1,1
官田鋼,鋼鐵工業,2017,643,527,602,485,0.205,13,0.044,117032,1.6,2,0.2057,1219.27,12971.58,7310.34,0.19,11,2,1,0.0909,0.87,1,0,2714.49,2714.49,0.04,1,1,1,1
美亞,鋼鐵工業,2020,1068,754,812,795,0.26,5,0.015,22302,1.33,2,0.0057,634,1279.614,96.68,0.23595,9,3,1,0.11,0.957,1,500,184.77,684.77,0.155,1,1,1,1
聚亨,鋼鐵工業,2022,736,620,577,517,0.1153,2,0.0128,37770,0.4693,1,0.0057,795.12,12805.6,96.68,0.1919,5,3,1,0.2,0.9,0,0,2141.44,2141.44,0.0052,1,1,1,1
燁輝,鋼鐵工業,2023,1121,857,797,777,0.033,0,0,379642,0.33,3,0,92318.28,95843.9,7310.34,0.16,7,3,0,0,0.9683,1,214,2484,2698,0.002,1,1,1,1
志聯,鋼鐵工業,2024,766,615,617,577,0.2903,0,0,207953,1.3942,1,0.2,2090.575,4652,7310.34,1.01235,7,3,3,0.4285,1,0.8571,935.038,351.39,1285,0.06615,1,1,1,1
千興,鋼鐵工業,2025,701,518,580,580,0.25,0,0,45948,0.0186,1,0.0057,6067.44,7481.81,96.68,0.003,6,2,2,0.3333,1,0.15,500,780.8,900.51,0.0004,1,1,1,1
大成鋼,鋼鐵工業,2027,1950,1835,1735,1400,0.2098,1,0.001,87279,0.0057,1,0.2057,1206.6,13810.21,2572.02,0.2652,11,3,3,0.2727,0.9,0.91,0,1583.34,1583.34,0.028,1,1,1,1
威致,鋼鐵工業,2028,1086,844,895,851,0.4,6,0.0163,610775,0.3485,1,0.00085,104751,203575,7310.34,0.1135,7,3,2,0.2857,0.8571,0.7142,20974,64261,85235,0.596,1,1,1,1
盛餘,鋼鐵工業,2029,1388,1178,1212,1149,0.0825,0,0,488144,0.367,2,0.0017,30830.95,56436.6,7310.34,0.067,10,3,0,0,0.98,0.3,17.59,1490,1507.59,1.19,1,1,1,1
彰源,鋼鐵工業,2030,854,733,704,568,0,0,0,112416,112416,1,0.2057,16052.5,24888.614,600.675,0.32545,7,3,0,0,0.9871,1,855.375,4731.47,983.75,983.75,1,1,1,1
新光鋼,鋼鐵工業,2031,1255,1053,988,813,0.16,2,0.0063,23333,1.74,1,0.0057,1268,2542,184,0.28,9,3,0,0,0.984,1,0,37.54,37.54,0.3,1,1,1,1
新鋼,鋼鐵工業,2032,698,563,583,554,0.115,5,0.026,41859,0.8093,1,0,3431.28,10143.705,7397.66,0.09745,9,3,1,0.1111,0.9306,0.3333,500,1236.72,1520.975,0.0202,1,1,1,1
佳大,鋼鐵工業,2033,689,552,508,493,0.2727,0,0,204566.5,0.6035,1,0.2,5124.295,12569.51,7397.66,0.91885,7,3,2,0.2857,0.8095,0,1000,332,1332,0.04635,1,1,1,1
允強,鋼鐵工業,2034,1065,898,822,725,0.2037,13,0.0128,116314,0.62,1,0.4,1826.3,22799.3,14611.32,0.131,9,4,1,0.111,1,1,350.38,1096.89,1447.27,0.0077,1,1,1,1
海光,鋼鐵工業,2038,817,712,680,616,0.06,0,0,80930,56208.46,1,0.2,59184.95,134097.85,8591.67,0.459,9,3,0,0,0.963,0,4870.18,36945.24,41815.42,491.88,1,1,1,1
運錩,鋼鐵工業,2069,1031,881,832,736,0.4285,3,0.0016,9851,0.8773,1,0.0057,602.535,1326.664,600.675,0.173,7,3,1,0.1428,0.9762,1,0,37,37,0.1919,1,1,1,1
長榮鋼,鋼鐵工業,2211,1124,943,922,892,0.17,3,0.0054,57272,4.93,1,0.0057,4291.06,9646.82,1290.69,1.2,7,3,3,0.4286,1,1,0,9191.65,9191.65,0.79,1,1,1,1
豐達科,鋼鐵工業,3004,936,799,690,619,0.19,2,0.0048,79877,61.54,1,0.0114,102.12,663.04,1290.69,0.59,9,3,0,0,1,1,500,957.67,387.29,0.3,1,1,1,1
三星,鋼鐵工業,5007,839,699,703,667,0.098,20,0.0141,93.454,0.0146,1,0.0057,7988.625,8366.394,600.675,0.173,9,3,1,0.1111,0.9556,0.5556,1,535,536,0.0838,1,1,1,1
東明-KY,鋼鐵工業,5538,887.5,749,696.5,643,0.5,0,0,39985.227,30.7773,1,0.0057,0,17.228,9.36,0.435,7,3,1,0.1429,0.9592,0.4286,0.5,286,461.645,0.1919,1,1,1,1
世紀鋼,鋼鐵工業,9958,841,717,690,638,0.0638,2,0.0062,14025,0.8773,2,0.0057,1205.07,2636.1,1191.99,0.23595,9,3,1,0.0011,1,1,0,112.49,112.49,0.1919,1,1,1,1
橋椿,居家生活,2062,722,598,549,486,0.6373,20,0.02,135527,0.037,1,0,800.64,17114.18,10307.06,5.5,7,3,2,0.2857,0.9762,1,113.6,407.17,520.77,41.28005,1,1,1,1
嘉威,居家生活,3557,2309,2084,1177,885,0.3,0,0,410773,0.077,1,0,392.1062,36023.3,10307.06,0.0069,6,2,1,0.1667,0.9792,1,72.455,346.105,418.56,41.28005,1,1,1,1
三能-KY,居家生活,6671,1556,1361,1184,987,0.3723,9,0.0124,205392.5,5.1308,2,0,364.9531,19475.05,10307.06,2.11945,9,3,1,0.1111,0.963,1,21.89,177.565,199.455,41.28005,1,1,1,1
匯僑設計,居家生活,6754,1160,989,995,879,0.316,3,0.011,1987.5,5.0945,1,0,395.98,5281.31,10307.06,2.1161,7,3,2,0.2857,1,1,15.655,144.32,159.975,41.28005,1,1,1,1
峰源-KY,居家生活,6807,1556,1361,1184,987,0.2889,370,0.2017,25467.5,5.0945,0,0,395.98,5281.31,10307.06,2.1161,9,4,0,0,1,1,21.89,177.565,199.455,41.28005,1,1,1,1
